protein_id,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome_Vacuole,Golgi apparatus,Peroxisome
O6C75_HUMAN,0.127000004,0.125499994,0.0254,0.908100009,0.192300007,0.0145,0.089900002,0.191100001,0.0704,0.041700002
O5B21_HUMAN,0.119199999,0.126599997,0.052000001,0.874599993,0.149200007,0.0089,0.127800003,0.151700005,0.062700003,0.0195
CF144_HUMAN,0.6505,0.386000007,0.065800004,0.269300014,0.4023,0.0067,0.082099997,0.127200007,0.1558,0.117899999
AQP73_HUMAN,0.209199995,0.176200002,0.0283,0.837400019,0.218099996,0.0031,0.214599997,0.403200001,0.306100011,0.021
TR64C_HUMAN,0.728200018,0.546500027,0.099299997,0.0814,0.251800001,0.0007,0.188299999,0.330900013,0.202000007,0.048599999
TTC36_HUMAN,0.669499993,0.631299973,0.0091,0.114799999,0.580600023,0.032099999,0.539399981,0.165999994,0.227599993,0.229100004
DUXA_HUMAN,0.307300001,0.851100028,0.0154,0.036400001,0.263500005,0.0034,0.0955,0.048900001,0.081600003,0.005
O2AG2_HUMAN,0.140799999,0.132599995,0.038400002,0.904299974,0.202099994,0.0125,0.0898,0.211199999,0.082999997,0.0166
AQ12B_HUMAN,0.234300002,0.291099995,0.062899999,0.648800015,0.361600012,0.0045,0.500800014,0.354000002,0.29429999,0.036499999
L37A2_HUMAN,0.243799999,0.121299997,0.209700003,0.720600009,0.073200002,0.001,0.531000018,0.416599989,0.317799985,0.203700006
ZFP92_HUMAN,0.233099997,0.752099991,0.0284,0.095399998,0.1228,0.0012,0.024900001,0.062100001,0.0266,0.0136
TCPQL_HUMAN,0.752699971,0.417299986,0.092399999,0.177699998,0.262400001,0.0095,0.0814,0.092100002,0.094300002,0.0036
CLD24_HUMAN,0.140300006,0.146300003,0.035100002,0.819400012,0.0876,0.0034,0.208299994,0.214100003,0.393099993,0.002
O6C76_HUMAN,0.133300006,0.135399997,0.022,0.900399983,0.154699996,0.022399999,0.086400002,0.178299993,0.061999999,0.0495
OR5K4_HUMAN,0.154100001,0.135800004,0.043099999,0.89289999,0.115999997,0.0075,0.085600004,0.159299999,0.078400001,0.0104
L37A1_HUMAN,0.242599994,0.121799998,0.210899994,0.718400002,0.073399998,0.0009,0.527199984,0.414099991,0.315299988,0.203500003
DBX1_HUMAN,0.232899994,0.844099998,0.0177,0.0572,0.078500003,0.0019,0.0429,0.0306,0.0148,0.0068
O52A4_HUMAN,0.225099996,0.087099999,0.0348,0.899100006,0.157499999,0.0218,0.272100002,0.168799996,0.128099993,0.0163
I4E1B_HUMAN,0.777700007,0.254700005,0.084799998,0.1417,0.070100002,0.012,0.110200003,0.126300007,0.147499993,0.0038
O4C45_HUMAN,0.182899997,0.092299998,0.039000001,0.897599995,0.128000006,0.015699999,0.162699997,0.222299993,0.062100001,0.023
ZN729_HUMAN,0.301499993,0.764299989,0.043099999,0.075999998,0.046500001,0.0011,0.034499999,0.057300001,0.041099999,0.0035
GOG8C_HUMAN,0.56370002,0.423999995,0.216299996,0.294499993,0.151299998,0.0009,0.193900004,0.3222,0.488799989,0.066100001
CXE1_HUMAN,0.137999997,0.122599997,0.056000002,0.744700015,0.187199995,0.0138,0.517499983,0.449800014,0.170200005,0.0132
ZN726_HUMAN,0.278600007,0.749300003,0.0242,0.081,0.042199999,0.0005,0.041200001,0.047800001,0.033,0.0066
RIM3B_HUMAN,0.754499972,0.418500006,0.065399997,0.201399997,0.1875,0.0021,0.137899995,0.27790001,0.357199997,0.025599999
CC169_HUMAN,0.733699977,0.399300009,0.091200002,0.168799996,0.145899996,0.0062,0.071199998,0.117899999,0.256300002,0.0098
ZN716_HUMAN,0.25,0.77700001,0.0286,0.060899999,0.060699999,0.0005,0.041900001,0.050000001,0.0307,0.0044
ZAR1L_HUMAN,0.511699975,0.800599992,0.075999998,0.096100003,0.143700004,0.0006,0.1096,0.0524,0.0427,0.029100001
KNCN_HUMAN,0.211500004,0.210999995,0.306300014,0.430900007,0.216900006,0.202800006,0.770699978,0.403899997,0.387699991,0.0103
LRIQ3_HUMAN,0.749100029,0.396699995,0.016000001,0.200900003,0.34889999,0.0288,0.077,0.035999998,0.163699999,0.0136
AN36A_HUMAN,0.701900005,0.380499989,0.140499994,0.234599993,0.153899997,0.001,0.155100003,0.114600003,0.202299997,0.0067
CFA96_HUMAN,0.734499991,0.332700014,0.0744,0.308999985,0.262300014,0.093900003,0.037999999,0.078900002,0.134000003,0.0016
ZN839_HUMAN,0.374000013,0.89380002,0.037700001,0.0218,0.059999999,0.0008,0.053399999,0.0308,0.0392,0.0021
ME3L2_HUMAN,0.25999999,0.900300026,0.022500001,0.0515,0.068800002,0.0007,0.066600002,0.049899999,0.189500004,0.031099999
CO062_HUMAN,0.635399997,0.33829999,0.033,0.605099976,0.298299998,0.0108,0.311800003,0.340700001,0.211999997,0.102799997
YDJC_HUMAN,0.523599982,0.466199994,0.072700001,0.101999998,0.332199991,0.0052,0.138799995,0.241600007,0.153500006,0.214599997
PP2D1_HUMAN,0.392100006,0.68629998,0.049899999,0.178200006,0.224600002,0.020400001,0.035399999,0.085100003,0.113899998,0.0133
ZBBX_HUMAN,0.660300016,0.577700019,0.020099999,0.138600007,0.147400007,0.0009,0.109999999,0.172000006,0.139300004,0.028200001
PRS47_HUMAN,0.205799997,0.174700007,0.361200005,0.722500026,0.097999997,0.0019,0.240400001,0.187999994,0.194100007,0.0572
HMSD_HUMAN,0.569000006,0.476300001,0.764900029,0.0634,0.273900002,0.0129,0.185900003,0.198599994,0.191499993,0.1162
KRA97_HUMAN,0.619899988,0.417600006,0.179199994,0.198500007,0.395700008,0.050799999,0.161899999,0.278499991,0.174799994,0.0068
PDZ1P_HUMAN,0.625199974,0.26879999,0.230800003,0.658500016,0.108000003,0.0026,0.325500011,0.064199999,0.178900003,0.0085
LEG16_HUMAN,0.621200025,0.504100025,0.597599983,0.152700007,0.144400001,0.0014,0.231199995,0.0328,0.069300003,0.0095
ZN727_HUMAN,0.232199997,0.786199987,0.0219,0.060800001,0.046599999,0.0008,0.033100002,0.0612,0.030300001,0.0051
SERP3_HUMAN,0.242699996,0.126499996,0.759899974,0.185299993,0.1558,0.0125,0.254700005,0.216999993,0.128199995,0.0152
KRA96_HUMAN,0.564999998,0.421799988,0.100699998,0.228300005,0.299299985,0.019400001,0.226099998,0.279399991,0.105999999,0.0082
HIDE1_HUMAN,0.2359,0.108000003,0.1162,0.857500017,0.069200002,0.0031,0.429399997,0.4639,0.207699999,0.092500001
NCF1C_HUMAN,0.674300015,0.235599995,0.116599999,0.49970001,0.100699998,0.003,0.209199995,0.201100007,0.152600005,0.0072
F1712_HUMAN,0.255800009,0.116800003,0.1303,0.656899989,0.0283,0.0004,0.435200006,0.554400027,0.302100003,0.061999999
BTNLA_HUMAN,0.247299999,0.104699999,0.192100003,0.828700006,0.067000002,0.0027,0.466199994,0.267199993,0.403299987,0.152700007
Z705E_HUMAN,0.231000006,0.802699983,0.0341,0.067400001,0.056699999,0.0004,0.0363,0.040600002,0.029200001,0.0175
RUXGL_HUMAN,0.583299994,0.695100009,0.054900002,0.112999998,0.182099998,0.0009,0.076700002,0.142199993,0.078000002,0.0053
FS2P1_HUMAN,0.243200004,0.163100004,0.0105,0.288800001,0.282900006,0.059,0.873700023,0.206799999,0.260100007,0.009
CAN14_HUMAN,0.684599996,0.30340001,0.231900007,0.341500014,0.228200004,0.002,0.281899989,0.1285,0.301600009,0.0107
B3GT9_HUMAN,0.152199998,0.088600002,0.441900015,0.143600002,0.163900003,0.015,0.406899989,0.164499998,0.916999996,0.030400001
DB108_HUMAN,0.105599999,0.0757,0.97240001,0.097099997,0.029300001,0.0148,0.107500002,0.187399998,0.144199997,0.0013
ZNF99_HUMAN,0.313899994,0.730799973,0.0506,0.067900002,0.041900001,0.0006,0.037300002,0.071500003,0.049199998,0.0081
KRA91_HUMAN,0.550100029,0.43779999,0.123999998,0.202700004,0.28670001,0.021400001,0.105999999,0.136600003,0.125100002,0.0054
DCD2C_HUMAN,0.4912,0.487899989,0.181299999,0.134499997,0.1329,0.0017,0.091499999,0.2421,0.223499998,0.0034
FOXO6_HUMAN,0.437299997,0.913999975,0.0136,0.162499994,0.268599987,0.0005,0.013,0.0612,0.024499999,0.0016
EFCB9_HUMAN,0.563499987,0.344099998,0.204099998,0.480500013,0.232899994,0.0103,0.206300005,0.185499996,0.2183,0.0691
TSPOB_HUMAN,0.580600023,0.448199987,0.323000014,0.187000006,0.535300016,0.032200001,0.240400001,0.450700015,0.376399994,0.092600003
FHAD1_HUMAN,0.737900019,0.340700001,0.099200003,0.170900002,0.074299999,0.0026,0.2086,0.214699998,0.484899998,0.0092
ISM1_HUMAN,0.168599993,0.104099996,0.875500023,0.329299986,0.105400003,0.0013,0.410100013,0.361000001,0.333000004,0.0139
ZN487_HUMAN,0.266400009,0.778699994,0.0462,0.071199998,0.075599998,0.0008,0.052200001,0.115900002,0.059300002,0.039000001
KILIN_HUMAN,0.514999986,0.636600018,0.300999999,0.098099999,0.334699988,0.196099997,0.132599995,0.204699993,0.277700007,0.0134
R10B2_HUMAN,0.714999974,0.458099991,0.103200004,0.397500008,0.116099998,0.0067,0.189400002,0.203099996,0.387400001,0.0046
O11HC_HUMAN,0.165299997,0.137899995,0.0374,0.91930002,0.258399993,0.0079,0.0898,0.2377,0.0858,0.0117
HGB1A_HUMAN,0.586700022,0.682699978,0.407900006,0.225799993,0.108900003,0.0145,0.109300002,0.050500002,0.108499996,0.022500001
BTBDI_HUMAN,0.411900014,0.929899991,0.0125,0.033300001,0.084799998,0.0014,0.057300001,0.0231,0.043499999,0.0228
TM114_HUMAN,0.181799993,0.1021,0.103600003,0.870800018,0.113300003,0.0025,0.153200001,0.496600002,0.359600008,0.0012
ZN879_HUMAN,0.1884,0.840200007,0.021299999,0.077500001,0.096199997,0.0004,0.028100001,0.0449,0.0242,0.0029
S31C2_HUMAN,0.393900007,0.206699997,0.216000006,0.207900003,0.099799998,0.0053,0.703800023,0.305999994,0.368600011,0.161799997
EIFCL_HUMAN,0.458400011,0.749300003,0.035300002,0.070799999,0.031399999,0.0035,0.082199998,0.192300007,0.142800003,0.0008
TRDC_HUMAN,0.237800002,0.066500001,0.175300002,0.85680002,0.081900001,0.0031,0.582799971,0.244100004,0.297100008,0.099200003
RBG10_HUMAN,0.605499983,0.287400007,0.1153,0.290899992,0.321399987,0.0186,0.390199989,0.364800006,0.654100001,0.0272
PP13G_HUMAN,0.688600004,0.451900005,0.080899999,0.220300004,0.1928,0.0002,0.383700013,0.203500003,0.242899999,0.0109
KIF28_HUMAN,0.666100025,0.348100007,0.049699999,0.42809999,0.2192,0.0035,0.278699994,0.126900002,0.217800006,0.0106
IGLL5_HUMAN,0.296200007,0.192900002,0.419400007,0.470999986,0.157499999,0.0039,0.444599986,0.430400014,0.439799994,0.147699997
T150C_HUMAN,0.100199997,0.213300005,0.087300003,0.527400017,0.084700003,0.0007,0.377099991,0.611999989,0.3653,0.0047
MP31_HUMAN,0.373299986,0.359400004,0.567099988,0.1175,0.721899986,0.079800002,0.456099987,0.224600002,0.35710001,0.128700003
HAS3P_HUMAN,0.54369998,0.593500018,0.382999986,0.123800002,0.397300005,0.038600001,0.138600007,0.1655,0.113700002,0.038199998
RBRP_HUMAN,0.613699973,0.460999995,0.101499997,0.152199998,0.319000006,0.0103,0.177200004,0.142299995,0.25940001,0.0163
AJM1_HUMAN,0.685400009,0.500400007,0.075199999,0.219600007,0.172499999,0.0007,0.231099993,0.107600003,0.147699997,0.0068
TR49D_HUMAN,0.744099975,0.535600007,0.100299999,0.072800003,0.254000008,0.0005,0.201900005,0.282499999,0.1558,0.078500003
U17LF_HUMAN,0.612699986,0.702300012,0.099699996,0.1285,0.175699994,0.0024,0.2764,0.170599997,0.194800004,0.037599999
RAS4B_HUMAN,0.64410001,0.266900003,0.117899999,0.463999987,0.249899998,0.0002,0.185200006,0.633599997,0.340200007,0.0073
HSBPL_HUMAN,0.606999993,0.439099997,0.164299995,0.194999993,0.159500003,0.0104,0.1831,0.550499976,0.312299997,0.0115
CLD25_HUMAN,0.1602,0.147599995,0.048599999,0.807200015,0.112800002,0.0038,0.169599995,0.1928,0.362399995,0.0028
PRRT4_HUMAN,0.242799997,0.123599999,0.087300003,0.674199998,0.059700001,0.0004,0.323300004,0.350499988,0.4824,0.0052
U17LA_HUMAN,0.59920001,0.766499996,0.053399999,0.111100003,0.132499993,0.0013,0.190200001,0.079300001,0.103500001,0.0239
U17LD_HUMAN,0.625899971,0.726300001,0.062199999,0.114,0.131500006,0.0012,0.201100007,0.087499999,0.1096,0.0283
ZFTA_HUMAN,0.226799995,0.963199973,0.0266,0.032200001,0.164700001,0.0008,0.049199998,0.0451,0.062399998,0.025800001
UL17C_HUMAN,0.624100029,0.739199996,0.069399998,0.114600003,0.124200001,0.001,0.207399994,0.089500003,0.107100002,0.0242
DSA2D_HUMAN,0.206200004,0.132100001,0.042800002,0.804799974,0.405699998,0.0075,0.484600008,0.504700005,0.2685,0.02
MEIOS_HUMAN,0.342999995,0.872799993,0.070200004,0.068700001,0.198799998,0.0005,0.090300001,0.1043,0.059799999,0.0094
ADM5_HUMAN,0.33919999,0.284200013,0.636699975,0.260500014,0.257600009,0.0041,0.381999999,0.312299997,0.261299998,0.093400002
U17LB_HUMAN,0.624100029,0.736000001,0.065399997,0.116099998,0.127700001,0.0011,0.206599995,0.094400004,0.112800002,0.024900001
FREY_HUMAN,0.147599995,0.147100002,0.805800021,0.172600001,0.086000003,0.0038,0.379099995,0.221300006,0.315100014,0.0211
U17LL_HUMAN,0.627499998,0.738300025,0.063900001,0.113799997,0.123199999,0.001,0.207599998,0.093199998,0.110399999,0.025
U17LI_HUMAN,0.621999979,0.738600016,0.064000003,0.114299998,0.126499996,0.0011,0.201299995,0.092200004,0.111500002,0.024700001
U17LM_HUMAN,0.620100021,0.738499999,0.069499999,0.116099998,0.127299994,0.001,0.204799995,0.0902,0.109099999,0.0252
U17LH_HUMAN,0.624199986,0.735499978,0.064499997,0.115099996,0.125200003,0.0011,0.204300001,0.093800001,0.112999998,0.0251
U17LJ_HUMAN,0.619899988,0.738200009,0.072300002,0.116099998,0.126399994,0.001,0.205899999,0.0898,0.108599998,0.024599999
CD054_HUMAN,0.671999991,0.532999992,0.279500008,0.243599996,0.181799993,0.0177,0.130500004,0.135399997,0.164800003,0.076499999
U17LK_HUMAN,0.624000013,0.735499978,0.064499997,0.115500003,0.126499996,0.001,0.205799997,0.093599997,0.112899996,0.024900001
MUC22_HUMAN,0.178299993,0.131200001,0.522199988,0.781000018,0.089000002,0.0106,0.390899986,0.409200013,0.218600005,0.038199998
PBMU2_HUMAN,0.191799998,0.217999995,0.810299993,0.229800001,0.109800003,0.0037,0.2236,0.282799989,0.164700001,0.025900001
Z587B_HUMAN,0.296799988,0.779699981,0.055,0.086300001,0.0854,0.0005,0.063000001,0.090800002,0.060699999,0.060899999
PTG3L_HUMAN,0.63499999,0.667800009,0.0228,0.062700003,0.133000001,0.119800001,0.256799996,0.085900001,0.145199999,0.0072
NDUCR_HUMAN,0.100599997,0.232199997,0.041200001,0.025900001,0.92049998,0.134900004,0.346599996,0.195199996,0.052099999,0.044799998
PAL4D_HUMAN,0.635299981,0.350800008,0.591899991,0.298200011,0.181199998,0.048700001,0.275900006,0.055,0.0196,0.034000002
APRIO_HUMAN,0.508700013,0.539799988,0.409799993,0.112099998,0.283899993,0.020300001,0.1096,0.503700018,0.222200006,0.0056
RFAL1_HUMAN,0.810400009,0.361499995,0.202000007,0.1699,0.1329,0.003,0.221599996,0.337700009,0.37470001,0.0141
SO1B7_HUMAN,0.158999994,0.057,0.128399998,0.758099973,0.109999999,0.021,0.347799987,0.170699999,0.1919,0.023700001
KR416_HUMAN,0.513599992,0.457300007,0.232500002,0.121600002,0.345400006,0.048799999,0.153899997,0.251300007,0.207699999,0.043400001
STMD1_HUMAN,0.627699971,0.229399994,0.034200002,0.681800008,0.152799994,0.0091,0.0603,0.270799994,0.431699991,0.053599998
PIRC2_HUMAN,0.596300006,0.764100015,0.0156,0.1017,0.142800003,0.0028,0.080200002,0.0458,0.067900002,0.0142
GOG8M_HUMAN,0.515900016,0.397500008,0.2236,0.300799996,0.178800002,0.001,0.239299998,0.376599997,0.559199989,0.160400003
PANO1_HUMAN,0.451000005,0.686699986,0.41139999,0.173999995,0.336699992,0.0129,0.108599998,0.218799993,0.361999989,0.0341
TRI77_HUMAN,0.692499995,0.54610002,0.074100003,0.082999997,0.256300002,0.0008,0.198100001,0.196999997,0.146500006,0.068499997
GFY_HUMAN,0.248699993,0.178599998,0.226899996,0.66109997,0.1602,0.0032,0.34920001,0.481700003,0.354299992,0.042399999
CCER2_HUMAN,0.119599998,0.108599998,0.880599976,0.346599996,0.078400001,0.0018,0.261999995,0.182099998,0.291599989,0.0068
ASURF_HUMAN,0.568300009,0.400700003,0.082500003,0.098700002,0.2289,0.0164,0.120700002,0.286500007,0.316799998,0.073100001
OVOL3_HUMAN,0.337399989,0.757700026,0.054699998,0.067000002,0.165900007,0.0004,0.041000001,0.054499999,0.088100001,0.0111
HMGN4_HUMAN,0.390599996,0.878099978,0.415199995,0.257699996,0.194800004,0.0287,0.0288,0.0063,0.026900001,0.0053
NET3_HUMAN,0.265100002,0.1655,0.860400021,0.395000011,0.269400001,0.0024,0.1708,0.097999997,0.204600006,0.0047
ISLR_HUMAN,0.225099996,0.145099998,0.279700011,0.684899986,0.054900002,0.0021,0.311800003,0.248699993,0.303900003,0.0107
UBFD1_HUMAN,0.510100007,0.58829999,0.124300003,0.224000007,0.159999996,0.0113,0.402099997,0.538999975,0.389400005,0.0051
OR7AH_HUMAN,0.179900005,0.192000002,0.0372,0.819100022,0.165099993,0.0051,0.110799998,0.218500003,0.058600001,0.090700001
VCY1_HUMAN,0.263700008,0.907500029,0.263799995,0.078299999,0.037799999,0.057399999,0.044199999,0.008,0.062100001,0.0005
TYB4Y_HUMAN,0.621599972,0.363599986,0.149200007,0.233600006,0.265300006,0.048300002,0.204300001,0.052299999,0.455000013,0.024800001
RGPD8_HUMAN,0.4912,0.549199998,0.148800001,0.074900001,0.164499998,0.035700001,0.270200014,0.257400006,0.301400006,0.048799999
RGS13_HUMAN,0.656499982,0.45629999,0.0449,0.70480001,0.276499987,0.031399999,0.072499998,0.152899995,0.151099995,0.039099999
IPP2C_HUMAN,0.643299997,0.764900029,0.0152,0.109200001,0.098200001,0.0044,0.086900003,0.125200003,0.090099998,0.076399997
TRNK1_HUMAN,0.562900007,0.604700029,0.123999998,0.155000001,0.236599997,0.033300001,0.172000006,0.189600006,0.265399992,0.0296
CXX1_HUMAN,0.524600029,0.541000009,0.178299993,0.256000012,0.437400013,0.028000001,0.373100013,0.431600004,0.368600011,0.135600001
MPPD1_HUMAN,0.500999987,0.323599994,0.243000001,0.120099999,0.512399971,0.248500004,0.262499988,0.42750001,0.388000011,0.45480001
TEX28_HUMAN,0.306800008,0.336299986,0.030300001,0.313300014,0.241999999,0.009,0.918600023,0.238800004,0.649699986,0.1131
CTR4_HUMAN,0.113700002,0.138600007,0.0155,0.718599975,0.1602,0.0033,0.363099992,0.674899995,0.460000008,0.018300001
LYRM1_HUMAN,0.271400005,0.220799997,0.030300001,0.0647,0.931200027,0.0056,0.0231,0.023600001,0.052999999,0.0034
ZN749_HUMAN,0.250200003,0.715799987,0.024800001,0.0557,0.057700001,0.0006,0.059700001,0.078100003,0.024,0.023399999
AN32C_HUMAN,0.317600012,0.9102,0.362899989,0.039900001,0.0298,0.0006,0.254299998,0.0121,0.0219,0.0023
GTPB6_HUMAN,0.138400003,0.175999999,0.078699999,0.1109,0.891499996,0.0098,0.066600002,0.0594,0.105300002,0.033300001
OR2T1_HUMAN,0.159799993,0.149599999,0.037500001,0.862299979,0.245000005,0.0167,0.114399999,0.262499988,0.087099999,0.047600001
SSX4_HUMAN,0.266200006,0.904200017,0.0317,0.131400004,0.0339,0.0006,0.0287,0.016100001,0.0647,0.023499999
K0513_HUMAN,0.707199991,0.409099996,0.070699997,0.298900008,0.1875,0.024800001,0.231900007,0.44569999,0.442400008,0.0036
NPA1P_HUMAN,0.36500001,0.885500014,0.152500004,0.070299998,0.077200003,0.0023,0.164199993,0.038699999,0.132100001,0.0004
ZN862_HUMAN,0.494599998,0.765900016,0.0788,0.048999999,0.072099999,0.0044,0.122900002,0.135499999,0.049600001,0.026000001
L37A3_HUMAN,0.257600009,0.1096,0.294999987,0.709900022,0.077299997,0.0008,0.466600001,0.330000013,0.311699986,0.236300007
EREP2_HUMAN,0.315499991,0.238399997,0.079899997,0.744199991,0.124899998,0.0004,0.110799998,0.448000014,0.298099995,0.0101
TBC12_HUMAN,0.575200021,0.397500008,0.028999999,0.324800014,0.154100001,0.0016,0.299199998,0.512099981,0.448799998,0.033799998
NDK8_HUMAN,0.778900027,0.373899996,0.0069,0.082500003,0.45480001,0.0089,0.066200003,0.104099996,0.087399997,0.485500008
O10H2_HUMAN,0.168699995,0.151800007,0.024800001,0.917100012,0.238499999,0.0028,0.156499997,0.266400009,0.092100002,0.0264
O10H3_HUMAN,0.175600007,0.164700001,0.027799999,0.893000007,0.189899996,0.0047,0.163599998,0.248300001,0.077500001,0.024599999
OR1I1_HUMAN,0.194700003,0.1417,0.033100002,0.864300013,0.184499994,0.0065,0.084600002,0.178399995,0.0495,0.043499999
RNBP6_HUMAN,0.68599999,0.723399997,0.0139,0.147400007,0.061900001,0.0092,0.120499998,0.072999999,0.101499997,0.0099
ISK4_HUMAN,0.141900003,0.077200003,0.930100024,0.219699994,0.0691,0.0116,0.1382,0.299100012,0.157399997,0.0045
TSN3_HUMAN,0.172499999,0.095399998,0.408699989,0.844500005,0.054499999,0.0155,0.108199999,0.592800021,0.341500014,0.0014
MAGC1_HUMAN,0.616100013,0.657899976,0.087499999,0.168200001,0.0995,0.0064,0.130099997,0.472299993,0.253100008,0.0748
EIF1B_HUMAN,0.796700001,0.431400001,0.057599999,0.112599999,0.387100011,0.0093,0.165399998,0.264999986,0.245900005,0.0079
Z780A_HUMAN,0.247600004,0.761699975,0.0098,0.045699999,0.087499999,0.0007,0.0283,0.065399997,0.023499999,0.0079
TBX10_HUMAN,0.444599986,0.742500007,0.050500002,0.0823,0.073299997,0.0013,0.0823,0.086000003,0.0427,0.0061
ZN737_HUMAN,0.246700004,0.769299984,0.025,0.066,0.0614,0.0006,0.037300002,0.058600001,0.0309,0.0094
FBX24_HUMAN,0.346300006,0.841099977,0.068599999,0.0605,0.242400005,0.0015,0.116400003,0.090700001,0.075599998,0.003
Z324A_HUMAN,0.236100003,0.814300001,0.048599999,0.086000003,0.143099993,0.0007,0.030300001,0.091600001,0.055500001,0.007
FRAT2_HUMAN,0.635599971,0.4921,0.132599995,0.236599997,0.308400005,0.0012,0.155200005,0.188500002,0.210299999,0.256099999
RMXL2_HUMAN,0.308299989,0.944100022,0.0065,0.063600004,0.059799999,0.0139,0.031199999,0.0136,0.003,0.0002
CD123_HUMAN,0.826200008,0.678600013,0.1708,0.0082,0.045600001,0.020500001,0.210899994,0.134599999,0.374199986,0.024800001
NALF2_HUMAN,0.170200005,0.149700001,0.502499998,0.630400002,0.129299998,0.0019,0.325100005,0.201399997,0.272500008,0.0074
TSN9_HUMAN,0.180899993,0.082000002,0.245399997,0.852800012,0.081699997,0.0065,0.215900004,0.504299998,0.288500011,0.0071
OR2B3_HUMAN,0.1131,0.107299998,0.0297,0.891099989,0.221300006,0.0087,0.1043,0.222900003,0.093900003,0.0276
SEGN_HUMAN,0.750699997,0.377000004,0.186100006,0.332899988,0.089500003,0.0228,0.202099994,0.408300012,0.138300002,0.067400001
GAGE7_HUMAN,0.710399985,0.762600005,0.062799998,0.123800002,0.289499998,0.0079,0.119099997,0.070600003,0.0493,0.0035
OR7AA_HUMAN,0.190200001,0.187199995,0.044500001,0.793099999,0.175999999,0.0059,0.110100001,0.256000012,0.055199999,0.114799999
KBTBB_HUMAN,0.756399989,0.350199997,0.309899986,0.397100002,0.226400003,0.0011,0.336299986,0.282000005,0.407900006,0.005
FBX21_HUMAN,0.744899988,0.579299986,0.047699999,0.145600006,0.190099999,0.023499999,0.180500001,0.196799994,0.250999987,0.0084
OR2F2_HUMAN,0.138699993,0.131999999,0.0425,0.866400003,0.180000007,0.0076,0.085900001,0.178299993,0.061900001,0.0416
O4F21_HUMAN,0.154599994,0.101899996,0.0266,0.917200029,0.179700002,0.0242,0.157800004,0.2597,0.083899997,0.0147
AGFG2_HUMAN,0.48969999,0.248999998,0.0228,0.246800005,0.1206,0.0126,0.084299996,0.640799999,0.668600023,0.044399999
NXPH2_HUMAN,0.172099993,0.119800001,0.738099992,0.259600013,0.1928,0.0108,0.378899992,0.360599995,0.323000014,0.0222
NXPH3_HUMAN,0.177000001,0.135199994,0.813799977,0.308699995,0.111900002,0.006,0.252200007,0.292699993,0.246399999,0.0081
NXPH4_HUMAN,0.213200003,0.168899998,0.735199988,0.303600013,0.239099994,0.0031,0.418000013,0.276600003,0.341500014,0.022700001
CDRT1_HUMAN,0.544200003,0.451299995,0.077799998,0.103200004,0.204300001,0.0023,0.189600006,0.181899995,0.163399994,0.015900001
OR5F1_HUMAN,0.138600007,0.123800002,0.040399998,0.858299971,0.145199999,0.0072,0.105899997,0.150299996,0.064599998,0.0274
DEXI_HUMAN,0.396800011,0.396699995,0.083400004,0.121200003,0.404900014,0.050999999,0.758700013,0.621800005,0.265700012,0.110799998
NSA2_HUMAN,0.354699999,0.594799995,0.032099999,0.0537,0.159999996,0.0156,0.082400002,0.018999999,0.002,0.0005
NPTXR_HUMAN,0.233799994,0.159999996,0.772300005,0.456499994,0.154100001,0.0033,0.538299978,0.481000006,0.588199973,0.032299999
PRAM1_HUMAN,0.599699974,0.353599995,0.112599999,0.50059998,0.263300002,0.0004,0.3759,0.170200005,0.096299998,0.0134
PM2P2_HUMAN,0.598200023,0.702899992,0.0656,0.264400005,0.122599997,0.0266,0.183599994,0.307200015,0.031800002,0.085199997
GPR75_HUMAN,0.167899996,0.094800003,0.0175,0.801100016,0.089500003,0.0061,0.283100009,0.361000001,0.170300007,0.0069
QORL1_HUMAN,0.782700002,0.515799999,0.0579,0.087399997,0.181799993,0.0372,0.0792,0.062600002,0.106600001,0.0039
TSN13_HUMAN,0.168500006,0.082900003,0.206599995,0.802900016,0.112999998,0.0069,0.210700005,0.657199979,0.3574,0.0037
SG1D2_HUMAN,0.096199997,0.0515,0.88319999,0.106799997,0.0196,0.0067,0.224900007,0.350600004,0.174500003,0.0013
PPR17_HUMAN,0.684300005,0.593500018,0.0493,0.101199999,0.126100004,0.024800001,0.091799997,0.096199997,0.128700003,0.0713
TVA84_HUMAN,0.101599999,0.095200002,0.795000017,0.439200014,0.0277,0.0051,0.533299983,0.202500001,0.199699998,0.025
TRGC2_HUMAN,0.298900008,0.066200003,0.095399998,0.878499985,0.024,0.0021,0.406199992,0.273000002,0.329100013,0.055599999
P3_HUMAN,0.198100001,0.092200004,0.101999998,0.653800011,0.307900012,0.0073,0.734300017,0.360300004,0.284700006,0.0286
NUD17_HUMAN,0.148200005,0.146599993,0.0297,0.052299999,0.813899994,0.649500012,0.086000003,0.085699998,0.1131,0.175500005
FREM3_HUMAN,0.29339999,0.283300012,0.816200018,0.267100006,0.145999998,0.0035,0.215100005,0.252600014,0.405600011,0.021400001
NPS_HUMAN,0.219999999,0.144500002,0.825500011,0.0757,0.100199997,0.043499999,0.243399993,0.145899996,0.286799997,0.051399998
F86B2_HUMAN,0.639800012,0.462399989,0.097099997,0.124399997,0.291599989,0.0019,0.0385,0.302300006,0.259600013,0.0098
